,学校名称,rank,province,city,top1,top2,self,考生类别,录取批次,最低分
0,清华大学,全国2 理工1,北京市,北京市,是,是,是,文科,本科批,666.0
1,清华大学,全国2 理工1,北京市,北京市,是,是,是,理科,本科批,680.0
2,复旦大学,全国4 综合3,上海市,上海市,是,是,是,理科,本科提前批,667.0
3,复旦大学,全国4 综合3,上海市,上海市,是,是,是,文科,本科提前批,641.0
4,复旦大学,全国4 综合3,上海市,上海市,是,是,是,文科,本科批,648.0
6,复旦大学,全国4 综合3,上海市,上海市,是,是,是,理科,本科批,677.0
7,上海交通大学,全国6 综合5,上海市,上海市,是,是,是,文科,本科批,653.0
8,上海交通大学,全国6 综合5,上海市,上海市,是,是,是,理科,本科批,677.0
10,中国人民大学,全国5 综合4,北京市,北京市,是,是,是,文科,本科批,640.0
11,中国人民大学,全国5 综合4,北京市,北京市,是,是,是,理科,本科批,655.0
12,南京大学,全国8 综合7,江苏,南京市,是,是,是,文科,本科批,637.0
13,南京大学,全国8 综合7,江苏,南京市,是,是,是,理科,本科批,661.0
14,北京航空航天大学,全国24 理工7,北京市,北京市,是,是,是,文科,本科批,613.0
15,北京航空航天大学,全国24 理工7,北京市,北京市,是,是,是,理科,本科批,647.0
16,同济大学,全国23 理工6,上海市,上海市,是,是,是,理科,本科批,645.0
17,同济大学,全国23 理工6,上海市,上海市,是,是,是,文科,本科批,621.0
18,上海财经大学,全国61 财经1,上海市,上海市,否,是,是,文科,本科批,631.0
19,上海财经大学,全国61 财经1,上海市,上海市,否,是,是,理科,本科批,641.0
20,南开大学,全国14 综合11,天津市,天津市,是,是,是,文科,本科批,613.0
21,南开大学,全国14 综合11,天津市,天津市,是,是,是,理科,本科批,619.0
22,中央财经大学,全国99 财经5,北京市,北京市,否,是,是,文科,本科批,613.0
23,中央财经大学,全国99 财经5,北京市,北京市,否,是,是,理科,本科批,623.0
24,对外经济贸易大学,全国91 财经3,北京市,北京市,否,是,是,文科,本科提前批,615.0
25,对外经济贸易大学,全国91 财经3,北京市,北京市,否,是,是,理科,本科提前批,619.0
26,对外经济贸易大学,全国91 财经3,北京市,北京市,否,是,是,文科,本科批,0.0
27,对外经济贸易大学,全国91 财经3,北京市,北京市,否,是,是,理科,本科批,0.0
28,武汉大学,全国7 综合6,湖北,武汉市,是,是,是,文科,本科批,625.0
29,武汉大学,全国7 综合6,湖北,武汉市,是,是,是,理科,本科批,625.0
30,中山大学,全国9 综合8,广东,广州市,是,是,是,文科,本科批,619.0
31,中山大学,全国9 综合8,广东,广州市,是,是,是,理科,本科批,607.0
32,西安交通大学,全国14 综合11,陕西,西安市,是,是,是,理科,本科批,616.0
33,西安交通大学,全国14 综合11,陕西,西安市,是,是,是,理科,本科提前批,611.0
34,西安交通大学,全国14 综合11,陕西,西安市,是,是,是,文科,本科提前批,606.0
35,西安交通大学,全国14 综合11,陕西,西安市,是,是,是,文科,本科批,609.0
36,北京理工大学,全国29 理工11,北京市,北京市,是,是,是,理科,本科批,583.0
37,北京理工大学,全国29 理工11,北京市,北京市,是,是,是,文科,本科批,607.0
38,电子科技大学,全国34 理工13,四川,成都市,是,是,是,理科,本科批,587.0
39,厦门大学,全国21 综合15,福建,厦门市,是,是,是,理科,本科批,604.0
40,厦门大学,全国21 综合15,福建,厦门市,是,是,是,文科,本科批,618.0
41,东南大学,全国22 综合16,江苏,南京市,是,是,是,理科,本科批,611.0
42,华中科技大学,全国11 理工2,湖北,武汉市,是,是,是,理科,本科批,617.0
43,华中科技大学,全国11 理工2,湖北,武汉市,是,是,是,文科,本科批,610.0
44,上海外国语大学,语言4,上海市,上海市,否,是,是,理科,本科批,603.0
45,上海外国语大学,语言4,上海市,上海市,否,是,是,理科,本科提前批,615.0
46,上海外国语大学,语言4,上海市,上海市,否,是,是,文科,本科提前批,600.0
47,上海外国语大学,语言4,上海市,上海市,否,是,是,文科,本科批,600.0
48,北京外国语大学,语言1,北京市,北京市,否,是,否,文科,本科批,626.0
49,北京外国语大学,语言1,北京市,北京市,否,是,否,理科,本科批,597.0
50,哈尔滨工业大学,全国18 理工5,黑龙江,哈尔滨市,是,是,是,理科,本科批,604.0
51,中国政法大学,全国65 政法1,北京市,北京市,否,是,是,理科,本科批,611.0
52,中国政法大学,全国65 政法1,北京市,北京市,否,是,是,文科,本科批,615.0
53,天津大学,全国13 理工3,天津市,天津市,是,是,是,理科,本科批,603.0
54,北京邮电大学,全国59 理工24,北京市,北京市,否,是,是,理科,本科批,603.0
55,国防科技大学, ,湖南 , 长沙,是,是,否,理科,本科提前批,580.0
56,国防科技大学, ,湖南 , 长沙,是,是,否,文科,本科提前批,580.0
57,华南理工大学,全国26 理工9,广东,广州市,是,是,是,文科,本科批,606.0
58,华南理工大学,全国26 理工9,广东,广州市,是,是,是,理科,本科批,598.0
59,中国社会科学院大学, ,北京市,北京市,否,否,否,文科,本科批,618.0
60,中国社会科学院大学, ,北京市,北京市,否,否,否,理科,本科批,609.0
61,西北工业大学,全国30 理工12,陕西,西安市,是,是,是,理科,本科批,592.0
62,西北工业大学,全国30 理工12,陕西,西安市,是,是,是,文科,本科批,594.0
65,大连理工大学,全国25 理工8,辽宁,大连市,是,是,是,理科,本科批,591.0
66,中国传媒大学,语言1,北京市,北京市,否,是,是,文科,本科批,611.0
67,中国传媒大学,语言1,北京市,北京市,否,是,是,文科,本科提前批,608.0
68,中国传媒大学,语言1,北京市,北京市,否,是,是,理科,本科批,596.0
69,西安电子科技大学,全国46 理工19,陕西,西安市,否,是,是,理科,本科批,584.0
70,北京交通大学,全国40 理工16,北京市,北京市,否,是,是,理科,本科批,586.0
71,北京交通大学,全国40 理工16,北京市,北京市,否,是,是,文科,本科批,602.0
72,中南大学,全国17 综合13,湖南,长沙市,是,是,是,理科,本科批,594.0
73,中南大学,全国17 综合13,湖南,长沙市,是,是,是,文科,本科批,602.0
74,华东理工大学,全国52 理工21,上海市,上海市,否,是,是,理科,本科批,591.0
75,海军军医大学, ,上海市,上海市,否,是,否,理科,本科提前批,527.0
76,四川大学,全国12 综合10,四川,成都市,是,是,是,理科,本科批,598.0
77,四川大学,全国12 综合10,四川,成都市,是,是,是,文科,本科批,611.0
78,山东大学,全国20 综合14,山东,济南市,是,是,是,文科,本科批,601.0
79,山东大学,全国20 综合14,山东,济南市,是,是,是,理科,本科批,585.0
80,重庆大学,全国31 综合17,重庆市,重庆市,是,是,是,理科,本科批,589.0
81,重庆大学,全国31 综合17,重庆市,重庆市,是,是,是,文科,本科批,602.0
82,湖南大学,全国35 综合19,湖南,长沙市,是,是,是,理科,本科批,588.0
83,湖南大学,全国35 综合19,湖南,长沙市,是,是,是,文科,本科批,603.0
84,西南财经大学,全国94 财经4,四川,成都市,否,是,是,理科,本科批,574.0
85,西南财经大学,全国94 财经4,四川,成都市,否,是,是,文科,本科批,601.0
86,北京科技大学,全国47 理工20,北京市,北京市,否,是,是,理科,本科批,583.0
87,吉林大学,全国10 综合9,吉林,长春市,是,是,是,理科,本科批,578.0
88,吉林大学,全国10 综合9,吉林,长春市,是,是,是,文科,本科批,600.0
89,南京航空航天大学,全国54 理工23,江苏,南京市,否,是,是,理科,本科批,584.0
90,大连医科大学,全国222 医科17,辽宁,大连市,否,否,否,理科,本科批,538.0
91,南京理工大学,全国44 理工18,江苏,南京市,否,是,是,理科,本科批,582.0
92,中国农业大学,全国33 农林1,北京市,北京市,是,是,否,理科,本科批,584.0
93,中国农业大学,全国33 农林1,北京市,北京市,是,是,否,文科,本科批,587.0
94,北京工业大学,全国82 理工33,北京市,北京市,否,是,是,理科,本科批,576.0
95,山西医科大学,全国338 医科35,山西,太原市,否,否,否,理科,本科批,501.0
96,上海大学,全国55 综合24,上海市,上海市,否,是,是,理科,本科批,581.0
97,深圳大学,全国73 综合28,广东,深圳市,否,否,否,理科,本科批,569.0
98,深圳大学,全国73 综合28,广东,深圳市,否,否,否,文科,本科批,583.0
99,深圳大学,全国73 综合28,广东,深圳市,否,否,否,理科,本科提前批,556.0
100,深圳大学,全国73 综合28,广东,深圳市,否,否,否,文科,本科提前批,575.0
101,中国海洋大学,全国50 综合22,山东,青岛市,是,是,是,理科,本科批,570.0
102,中国海洋大学,全国50 综合22,山东,青岛市,是,是,是,文科,本科批,597.0
103,中南财经政法大学,全国71,湖北,武汉市,否,是,是,文科,本科批,600.0
104,中南财经政法大学,全国71,湖北,武汉市,否,是,是,理科,本科批,581.0
105,东北大学,全国26 理工9,辽宁,沈阳市,是,是,是,理科,本科批,541.0
106,河北医科大学,全国229 医科18,河北,石家庄市,否,否,否,理科,本科批,511.0
107,苏州大学,全国58 综合25,江苏,苏州市,否,是,是,文科,本科批,600.0
108,苏州大学,全国58 综合25,江苏,苏州市,否,是,是,理科,本科批,579.0
109,安徽医科大学,全国229 医科18,安徽,合肥市,否,否,否,理科,本科批,532.3
110,兰州大学,全国32 综合18,甘肃,兰州市,是,是,是,理科,本科批,567.0
111,东华大学,全国69 理工30,上海市,上海市,否,是,是,理科,本科批,578.0
112,大连理工大学盘锦校区, ,辽宁,盘锦市,是,是,否,理科,本科批,562.0
113,广东医科大学,全国424 医科48,广东,湛江市,否,否,否,理科,本科批,459.0
114,广东医科大学,全国424 医科48,广东,湛江市,否,否,否,文科,本科批,518.0
115,武汉理工大学,全国38 理工14,湖北,武汉市,否,是,是,文科,本科批,581.0
116,武汉理工大学,全国38 理工14,湖北,武汉市,否,是,是,理科,本科批,570.0
117,西南交通大学,全国39 理工15,四川,成都市,否,是,是,文科,本科批,585.0
118,西南交通大学,全国39 理工15,四川,成都市,否,是,是,理科,本科批,575.0
119,中央民族大学,全国80 民族1,北京市,北京市,是,是,否,文科,本科批,603.0
120,中央民族大学,全国80 民族1,北京市,北京市,是,是,否,理科,本科批,580.0
121,北京化工大学,全国61 理工26,北京市,北京市,否,是,是,理科,本科批,566.0
122,北京化工大学,全国61 理工26,北京市,北京市,否,是,是,文科,本科批,576.0
123,南京师范大学,全国44 师范5,江苏,南京市,否,是,是,理科,本科批,562.0
124,首都经济贸易大学,全国170 财经9,北京市,北京市,否,否,否,文科,本科批,584.0
125,首都经济贸易大学,全国170 财经9,北京市,北京市,否,否,否,理科,本科批,545.0
126,河海大学,全国42 理工17,江苏,南京市,否,是,是,文科,本科批,582.0
127,河海大学,全国42 理工17,江苏,南京市,否,是,是,理科,本科批,564.0
128,华东政法大学,全国177 政法4,上海市,上海市,否,否,否,文科,本科批,609.0
129,华东政法大学,全国177 政法4,上海市,上海市,否,否,否,理科,本科批,598.0
130,江南大学,全国75 综合30,江苏,无锡市,否,是,是,理科,本科批,564.0
131,华南师范大学,全国75 师范7,广东,广州市,否,是,否,理科,本科批,562.0
132,东北财经大学,全国110 财经6,辽宁,大连市,否,否,否,文科,本科批,591.0
133,东北财经大学,全国110 财经6,辽宁,大连市,否,否,否,理科,本科批,555.0
134,哈尔滨工程大学,全国65 理工28,黑龙江,哈尔滨市,否,是,是,理科,本科批,559.0
135,哈尔滨医科大学,全国125 医科6,黑龙江,哈尔滨市,否,否,否,理科,本科批,491.0
136,哈尔滨医科大学,全国125 医科6,黑龙江,哈尔滨市,否,否,否,文科,专科批,446.0
137,哈尔滨医科大学,全国125 医科6,黑龙江,哈尔滨市,否,否,否,理科,专科批,390.0
138,合肥工业大学,全国65 理工28,安徽,合肥市,否,是,是,文科,本科批,561.0
139,合肥工业大学,全国65 理工28,安徽,合肥市,否,是,是,理科,本科批,534.0
140,西南政法大学,全国126 政法2,重庆市,重庆市,否,否,是,理科,本科批,584.0
141,西南政法大学,全国126 政法2,重庆市,重庆市,否,否,是,文科,本科批,603.0
142,西南政法大学,全国126 政法2,重庆市,重庆市,否,否,是,理科,本科提前批,541.0
143,西南政法大学,全国126 政法2,重庆市,重庆市,否,否,是,文科,本科提前批,564.0
144,中国药科大学,全国127 医科7,江苏,南京市,否,是,是,理科,本科批,577.0
145,中国药科大学,全国127 医科7,江苏,南京市,否,是,是,文科,本科批,583.0
146,安徽大学,全国103 综合37,安徽,合肥市,否,是,否,文科,本科批,574.0
147,安徽大学,全国103 综合37,安徽,合肥市,否,是,否,理科,本科批,558.0
148,安徽大学,全国103 综合37,安徽,合肥市,否,是,否,文科,专科批,439.0
149,安徽大学,全国103 综合37,安徽,合肥市,否,是,否,理科,专科批,361.0
150,南京邮电大学,全国118 理工44,江苏,南京市,否,否,否,理科,本科批,562.0
151,南京邮电大学,全国118 理工44,江苏,南京市,否,否,否,文科,本科批,567.0
152,西北大学,全国51 综合23,陕西,西安市,否,是,是,文科,本科批,582.0
153,西北大学,全国51 综合23,陕西,西安市,否,是,是,理科,本科批,560.0
154,西南大学,全国37 综合20,重庆市,重庆市,否,是,是,文科,本科批,597.0
155,西南大学,全国37 综合20,重庆市,重庆市,否,是,是,理科,本科批,569.0
156,郑州大学,全国49 综合21,河南,郑州市,否,是,是,文科,本科批,587.0
157,郑州大学,全国49 综合21,河南,郑州市,否,是,是,理科,本科批,559.0
158,河北工业大学,全国149 理工49,天津市,天津市,否,是,否,文科,本科批,561.0
159,河北工业大学,全国149 理工49,天津市,天津市,否,是,否,理科,本科批,553.0
160,湖南师范大学,全国68 师范6,湖南,长沙市,否,是,是,文科,本科批,578.0
161,湖南师范大学,全国68 师范6,湖南,长沙市,否,是,是,理科,本科批,557.0
162,昆明医科大学,全国357 医科38,云南,昆明市,否,否,否,文科,本科批,535.0
163,长安大学,全国61 理工26,陕西,西安市,否,是,是,理科,本科批,509.0
164,南昌大学,全国70 综合27,江西,南昌市,否,是,否,文科,本科批,575.0
165,南昌大学,全国70 综合27,江西,南昌市,否,是,否,理科,本科批,556.0
166,南昌大学,全国70 综合27,江西,南昌市,否,是,否,文科,专科批,503.0
167,南昌大学,全国70 综合27,江西,南昌市,否,是,否,理科,专科批,418.0
168,西北农林科技大学,全国57 农林4,陕西,咸阳市,是,是,是,理科,本科批,553.0
169,西北农林科技大学,全国57 农林4,陕西,咸阳市,是,是,是,文科,本科批,575.0
170,西北政法大学,全国291 政法4,陕西,西安市,否,否,否,文科,本科批,567.0
171,西北政法大学,全国291 政法4,陕西,西安市,否,否,否,理科,本科批,539.0
172,新疆医科大学,全国254 医科23,新疆,乌鲁木齐市,否,否,否,理科,本科批,490.0
173,北京第二外国语学院,语言6,北京市,北京市,否,否,否,文科,本科批,599.0
174,北京第二外国语学院,语言6,北京市,北京市,否,否,否,理科,本科批,505.0
175,江西财经大学,全国142 财经7,江西,南昌市,否,否,否,文科,本科批,568.0
176,江西财经大学,全国142 财经7,江西,南昌市,否,否,否,理科,本科批,545.0
177,云南大学,全国64 综合26,云南,昆明市,否,是,是,文科,本科批,578.0
178,云南大学,全国64 综合26,云南,昆明市,否,是,是,理科,本科批,556.0
179,重庆邮电大学,全国168 理工56,重庆市,重庆市,否,否,否,理科,本科批,523.0
180,北京中医药大学,全国115 医科4,北京市,北京市,否,是,是,理科,本科批,563.0
181,北京中医药大学,全国115 医科4,北京市,北京市,否,是,是,文科,本科批,606.0
182,南京农业大学,全国43 农林2,江苏,南京市,否,是,是,理科,本科批,551.0
183,南京农业大学,全国43 农林2,江苏,南京市,否,是,是,文科,本科批,580.0
184,大连海事大学,全国117 理工43,辽宁,大连市,否,是,是,理科,本科批,543.0
185,大连海事大学,全国117 理工43,辽宁,大连市,否,是,是,文科,本科批,573.0
186,广东外语外贸大学,全国135 语言6,广东,广州市,否,否,否,文科,本科批,570.0
187,广东外语外贸大学,全国135 语言6,广东,广州市,否,否,否,理科,本科批,547.0
188,辽宁大学,全国104 综合38,辽宁,沈阳市,否,是,否,文科,本科批,568.0
189,合肥工业大学宣城校区, ,安徽,宣城市,否,是,否,文科,本科批,560.0
190,合肥工业大学宣城校区, ,安徽,宣城市,否,是,否,理科,本科批,540.0
191,华中农业大学,全国48 农林3,湖北,武汉市,否,是,是,理科,本科批,555.0
192,华中农业大学,全国48 农林3,湖北,武汉市,否,是,是,文科,本科批,576.0
193,上海立信会计金融学院,全国383 财经28,上海市,上海市,否,否,否,理科,本科批,518.0
194,上海立信会计金融学院,全国383 财经28,上海市,上海市,否,否,否,文科,本科批,561.0
195,中国矿业大学,全国53 理工22,江苏,徐州市,否,是,是,理科,本科批,549.0
196,中国矿业大学,全国53 理工22,江苏,徐州市,否,是,是,文科,本科批,570.0
197,中国矿业大学,全国53 理工22,江苏,徐州市,否,是,是,理科,本科提前批,509.0
198,广州大学,全国146 综合48,广东,广州市,否,否,否,文科,本科批,558.0
199,广州大学,全国146 综合48,广东,广州市,否,否,否,理科,本科批,518.0
200,广州大学,全国146 综合48,广东,广州市,否,否,否,文科,专科批,447.0
201,广州大学,全国146 综合48,广东,广州市,否,否,否,理科,专科批,375.0
202,汕头大学,全国159 综合52,广东,汕头市,否,否,否,文科,本科批,570.0
203,汕头大学,全国159 综合52,广东,汕头市,否,否,否,理科,本科批,549.0
204,贵州大学,全国122 综合43,贵州,贵阳市,否,是,是,理科,本科批,545.0
205,贵州大学,全国122 综合43,贵州,贵阳市,否,是,是,文科,本科批,566.0
206,上海理工大学,全国95 理工37,上海市,上海市,否,否,否,理科,本科批,566.0
207,天津财经大学,全国215 财经11,天津市,天津市,否,否,否,文科,本科批,574.0
208,天津财经大学,全国215 财经11,天津市,天津市,否,否,否,理科,本科批,554.0
209,天津财经大学,全国215 财经11,天津市,天津市,否,否,否,艺术类,本科批,503.0
210,福建医科大学,全国290 医科27,福建,福州市,否,否,否,理科,本科批,498.0
211,南京财经大学,全国288 财经17,江苏,南京市,否,否,否,理科,本科批,521.95
212,南京财经大学,全国288 财经17,江苏,南京市,否,否,否,文科,本科批,559.99
213,南京信息工程大学,全国159 理工53,江苏,南京市,否,否,否,理科,本科批,539.0
214,南京信息工程大学,全国159 理工53,江苏,南京市,否,否,否,文科,本科批,550.0
215,四川外国语大学,语言10,重庆市,重庆市,否,否,否,文科,本科提前批,571.0
216,四川外国语大学,语言10,重庆市,重庆市,否,否,否,理科,本科提前批,536.0
217,四川外国语大学,语言10,重庆市,重庆市,否,否,否,文科,本科批,562.0
218,四川外国语大学,语言10,重庆市,重庆市,否,否,否,理科,本科批,532.0
219,广西大学,全国83 综合31,广西,南宁市,否,是,是,理科,本科批,548.0
220,江苏大学,全国113 综合42,江苏,镇江市,否,否,否,理科,本科批,495.0
221,江苏大学,全国113 综合42,江苏,镇江市,否,否,否,文科,本科批,542.0
222,大连外国语大学,语言10,辽宁,大连市,否,否,否,文科,本科批,556.0
223,大连外国语大学,语言10,辽宁,大连市,否,否,否,理科,本科批,522.0
224,广东工业大学,全国152 理工51,广东,广州市,否,否,否,理科,本科批,522.0
225,广东工业大学,全国152 理工51,广东,广州市,否,否,否,文科,本科批,556.0
226,上海师范大学,全国111 师范13,上海市,上海市,否,否,否,理科,本科批,512.0
227,上海师范大学,全国111 师范13,上海市,上海市,否,否,否,文科,本科批,571.0
228,遵义医科大学,全国403 医科45,贵州,遵义市,否,否,否,理科,本科批,444.0
229,遵义医科大学,全国403 医科45,贵州,遵义市,否,否,否,文科,本科批,515.0
230,广东财经大学,全国338 财经25,广东,广州市,否,否,否,文科,本科批,548.0
231,广东财经大学,全国338 财经25,广东,广州市,否,否,否,理科,本科批,511.0
232,海南大学,全国149 综合50,海南,海口市,否,是,否,文科,本科批,537.0
233,海南大学,全国149 综合50,海南,海口市,否,是,否,理科,本科批,509.0
234,上海政法学院,全国394 政法24,上海市,上海市,否,否,否,文科,本科批,567.0
235,上海政法学院,全国394 政法24,上海市,上海市,否,否,否,理科,本科批,526.0
236,西安外国语大学,语言10,陕西,西安市,否,否,否,文科,本科批,569.0
237,西安外国语大学,语言10,陕西,西安市,否,否,否,理科,本科批,546.0
238,燕山大学,全国84 理工34,河北,秦皇岛市,否,否,否,理科,本科批,535.0
239,北京建筑大学,全国280 理工101,北京市,北京市,否,否,否,理科,本科批,521.0
240,北京建筑大学,全国280 理工101,北京市,北京市,否,否,否,文科,本科批,551.0
241,广州中医药大学,全国181 医科12,广东,广州市,否,否,否,文科,专科批,497.0
242,广州中医药大学,全国181 医科12,广东,广州市,否,否,否,理科,专科批,422.0
243,广州中医药大学,全国181 医科12,广东,广州市,否,否,否,理科,本科批,514.0
244,广州中医药大学,全国181 医科12,广东,广州市,否,否,否,文科,本科批,552.0
245,南京工业大学,全国106 理工40,江苏,南京市,否,否,否,理科,本科批,555.0
246,南京工业大学,全国106 理工40,江苏,南京市,否,否,否,文科,本科批,561.0
247,青岛大学,全国137 综合45,山东,青岛市,否,否,否,文科,本科批,552.0
248,青岛大学,全国137 综合45,山东,青岛市,否,否,否,理科,本科批,507.0
249,西安理工大学,全国168 理工56,陕西,西安市,否,否,否,理科,本科批,526.0
250,西安理工大学,全国168 理工56,陕西,西安市,否,否,否,文科,本科批,540.0
251,湘潭大学,全国108 综合40,湖南,湘潭市,否,否,否,理科,本科批,544.0
252,湘潭大学,全国108 综合40,湖南,湘潭市,否,否,否,文科,本科批,569.0
254,长沙理工大学,全国120 理工45,湖南,长沙市,否,否,否,理科,本科批,517.0
255,长沙理工大学,全国120 理工45,湖南,长沙市,否,否,否,文科,本科批,554.0
256,长沙理工大学,全国120 理工45,湖南,长沙市,否,否,否,艺术类,本科提前批,508.0
257,上海电力大学,全国340 理工124,上海市,上海市,否,否,否,理科,本科批,526.0
258,武汉科技大学,全国149 理工49,湖北,武汉市,否,否,否,理科,本科批,522.0
259,武汉科技大学,全国149 理工49,湖北,武汉市,否,否,否,文科,本科批,556.0
260,北京信息科技大学,全国299 理工108,北京市,北京市,否,否,否,理科,本科批,557.0
261,南方医科大学,全国114 医科3,广东,广州市,否,否,否,理科,本科批,538.0
262,南方医科大学,全国114 医科3,广东,广州市,否,否,否,文科,本科批,566.0
263,南方医科大学,全国114 医科3,广东,广州市,否,否,否,文科,专科批,503.0
264,南方医科大学,全国114 医科3,广东,广州市,否,否,否,理科,专科批,425.0
265,天津外国语大学,语言6,天津市,天津市,否,否,否,文科,本科批,557.0
266,天津外国语大学,语言6,天津市,天津市,否,否,否,理科,本科批,517.0
267,东北林业大学,全国101 农林7,黑龙江,哈尔滨市,否,是,否,文科,本科批,561.0
268,东北林业大学,全国101 农林7,黑龙江,哈尔滨市,否,是,否,理科,本科批,522.0
269,上海海事大学,全国203 理工71,上海市,上海市,否,否,否,理科,本科批,522.0
270,湖北大学,全国154 综合51,湖北,武汉市,否,否,否,文科,本科批,555.0
271,湖北大学,全国154 综合51,湖北,武汉市,否,否,否,理科,本科批,515.0
272,河南大学,全国84 综合32,河南,开封市,否,否,否,文科,本科批,556.0
273,河南大学,全国84 综合32,河南,开封市,否,否,否,理科,本科批,514.0
274,山东财经大学,全国247 财经13,山东,济南市,否,否,否,文科,本科批,547.0
275,山东财经大学,全国247 财经13,山东,济南市,否,否,否,理科,本科批,502.0
276,天津师范大学,全国97 师范12,天津市,天津市,否,否,否,文科,本科批,555.0
277,天津师范大学,全国97 师范12,天津市,天津市,否,否,否,理科,本科批,499.0
278,华南农业大学,全国87 农林5,广东,广州市,否,否,否,文科,本科批,563.0
279,华南农业大学,全国87 农林5,广东,广州市,否,否,否,理科,本科批,532.0
280,西安建筑科技大学,全国140 理工47,陕西,西安市,否,否,否,理科,本科批,545.0
281,安徽财经大学,全国254 财经14,安徽,蚌埠市,否,否,否,理科,本科批,482.0
282,安徽财经大学,全国254 财经14,安徽,蚌埠市,否,否,否,文科,本科批,548.0
283,重庆交通大学,全国200 理工69,重庆市,重庆市,否,否,否,理科,本科批,513.0
284,重庆交通大学,全国200 理工69,重庆市,重庆市,否,否,否,理科,本科提前批,482.0
285,中国民航大学,全国282 理工102,天津市,天津市,否,否,否,理科,本科提前批,450.0
286,中国民航大学,全国282 理工102,天津市,天津市,否,否,否,理科,专科批,401.0
287,中国民航大学,全国282 理工102,天津市,天津市,否,否,否,理科,本科批,499.0
288,中国民航大学,全国282 理工102,天津市,天津市,否,否,否,文科,本科提前批,450.0
289,中国民航大学,全国282 理工102,天津市,天津市,否,否,否,文科,专科批,508.0
290,中国民航大学,全国282 理工102,天津市,天津市,否,否,否,文科,本科批,552.0
291,华东交通大学,全国243 理工87,江西,南昌市,否,否,否,文科,本科批,553.0
292,华东交通大学,全国243 理工87,江西,南昌市,否,否,否,理科,本科批,510.0
293,集美大学,全国243 综合62,福建,厦门市,否,否,否,文科,本科批,557.0
294,集美大学,全国243 综合62,福建,厦门市,否,否,否,理科,本科提前批,447.0
295,南京林业大学,全国162 农林14,江苏,南京市,否,否,否,文科,本科批,562.0
296,南京林业大学,全国162 农林14,江苏,南京市,否,否,否,理科,本科批,516.0
297,上海海洋大学,全国206 农林18,上海市,上海市,否,否,否,理科,本科批,517.0
298,上海海洋大学,全国206 农林18,上海市,上海市,否,否,否,文科,本科批,558.0
299,天津工业大学,全国153 理工52,天津市,天津市,否,否,否,理科,本科批,508.0
300,重庆理工大学,全国317 理工118,重庆市,重庆市,否,否,否,理科,本科批,503.93
301,重庆理工大学,全国317 理工118,重庆市,重庆市,否,否,否,文科,本科批,542.98
302,昆明理工大学,全国72 理工31,云南,昆明市,否,否,否,文科,本科批,544.0
303,昆明理工大学,全国72 理工31,云南,昆明市,否,否,否,理科,本科批,505.0
304,沈阳航空航天大学,全国291 理工104,辽宁,沈阳市,否,否,否,理科,本科批,492.0
305,北京工商大学,全国204 财经10,北京市,北京市,否,否,否,文科,本科批,0.0
306,北京工商大学,全国204 财经10,北京市,北京市,否,否,否,理科,本科批,0.0
307,福建师范大学,全国79 师范10,福建,福州市,否,否,否,艺术文,本科批,336.0
308,福建师范大学,全国79 师范10,福建,福州市,否,否,否,文科,本科批,565.0
309,福建师范大学,全国79 师范10,福建,福州市,否,否,否,体育理,本科批,304.0
310,福建师范大学,全国79 师范10,福建,福州市,否,否,否,理科,本科批,516.0
311,南华大学,全国273 综合67,湖南,衡阳市,否,否,否,文科,本科批,443.0
313,南华大学,全国273 综合67,湖南,衡阳市,否,否,否,理科,本科批,376.0
314,南京中医药大学,全国182 医科13,江苏,南京市,否,否,否,理科,本科批,499.0
315,延边大学,全国182 综合54,吉林,延边朝鲜族自治州,否,是,否,理科,本科批,520.0
316,延边大学,全国182 综合54,吉林,延边朝鲜族自治州,否,是,否,文科,本科批,554.0
317,北京物资学院,全国441 财经36,北京市,北京市,否,否,否,文科,本科批,545.0
318,北京物资学院,全国441 财经36,北京市,北京市,否,否,否,理科,本科批,502.0
319,南昌航空大学,全国250 理工89,江西,南昌市,否,否,否,文科,本科批,541.0
320,南昌航空大学,全国250 理工89,江西,南昌市,否,否,否,理科,本科批,494.0
321,上海工程技术大学,全国270 理工98,上海市,上海市,否,否,否,理科,本科批,506.0
322,上海工程技术大学,全国270 理工98,上海市,上海市,否,否,否,理科,本科提前批,459.0
323,上海工程技术大学,全国270 理工98,上海市,上海市,否,否,否,文科,本科提前批,507.0
324,上海工程技术大学,全国270 理工98,上海市,上海市,否,否,否,文科,本科批,548.0
325,中国民用航空飞行学院,全国458 理工166,四川,德阳市,否,否,否,文科,本科批,544.0
326,中国民用航空飞行学院,全国458 理工166,四川,德阳市,否,否,否,理科,本科批,490.0
327,北京师范大学-香港浸会大学联合国际学院,民办2 综合2,广东,珠海市,否,否,否,文科,本科提前批,556.0
328,北京师范大学-香港浸会大学联合国际学院,民办2 综合2,广东,珠海市,否,否,否,理科,本科提前批,521.0
329,北京师范大学-香港浸会大学联合国际学院,民办2 综合2,广东,珠海市,否,否,否,文科,本科批,587.6
330,北京师范大学-香港浸会大学联合国际学院,民办2 综合2,广东,珠海市,否,否,否,理科,本科批,556.8
331,广东以色列理工学院,民办8 理工2,广东,汕头市,否,否,否,理科,本科批,507.0
332,重庆工商大学,全国265 综合66,重庆市,重庆市,否,否,否,文科,本科批,548.0
