,学校名称,rank,province,city,top1,top2,self,考生类别,录取批次,最低分
1231,南京邮电大学通达学院,独立76 综合36,江苏,扬州市,否,否,否,理科,本科批,402.0
1232,西安翻译学院,民办20 综合11,陕西,西安市,否,否,否,文科,专科批,368.0
1233,西安翻译学院,民办20 综合11,陕西,西安市,否,否,否,理科,专科批,214.0
1234,西安思源学院,民办68 理工31,陕西,西安市,否,否,否,理科,本科批,392.0
1235,西安思源学院,民办68 理工31,陕西,西安市,否,否,否,文科,本科批,461.0
1236,云南师范大学文理学院,独立30 综合18,云南,昆明市,否,否,否,艺术类,本科批,407.99
1237,云南师范大学文理学院,独立30 综合18,云南,昆明市,否,否,否,文科,本科批,489.94
1238,云南师范大学文理学院,独立30 综合18,云南,昆明市,否,否,否,理科,本科批,392.81
1239,东南大学成贤学院,独立27 综合16,江苏,南京市,否,否,否,理科,本科批,421.0
1240,东南大学成贤学院,独立27 综合16,江苏,南京市,否,否,否,文科,本科批,496.0
1241,华东交通大学理工学院,独立90 理工28,江西,南昌市,否,否,否,文科,本科批,498.0
1242,华东交通大学理工学院,独立90 理工28,江西,南昌市,否,否,否,理科,本科批,429.0
1243,辽宁中医药大学杏林学院,独立212 医科13,辽宁,沈阳市,否,否,否,文科,本科批,489.0
1244,辽宁中医药大学杏林学院,独立212 医科13,辽宁,沈阳市,否,否,否,理科,本科批,424.0
1245,宁夏理工学院,民办82 综合25,宁夏,石嘴山市,否,否,否,文科,本科批,453.0
1246,宁夏理工学院,民办82 综合25,宁夏,石嘴山市,否,否,否,理科,本科批,423.0
1247,天津外国语大学滨海外事学院,独立184 语言5,天津市,天津市,否,否,否,文科,本科批,499.0
1248,江西财经大学现代经济管理学院,独立139 财经20,江西,南昌市,否,否,否,文科,本科批,499.0
1249,江西财经大学现代经济管理学院,独立139 财经20,江西,南昌市,否,否,否,理科,本科批,423.0
1250,聊城大学东昌学院,独立222 综合84,山东,聊城市,否,否,否,文科,本科批,472.0
1251,南昌工学院,民办79 理工35,江西,南昌市,否,否,否,文科,本科批,447.0
1252,南昌工学院,民办79 理工35,江西,南昌市,否,否,否,理科,本科批,406.0
1253,南昌工学院,民办79 理工35,江西,南昌市,否,否,否,文科,专科批,308.0
1254,南昌工学院,民办79 理工35,江西,南昌市,否,否,否,理科,专科批,289.0
1257,南华大学船山学院,独立235 理工71,湖南,衡阳市,否,否,否,理科,本科批,430.0
1258,山西传媒学院,语言13,山西,太原市,否,否,否,理科,本科批,434.0
1259,四川传媒学院,民办49 艺术3,四川,成都市,否,否,否,理科,本科批,432.0
1260,四川传媒学院,民办49 艺术3,四川,成都市,否,否,否,文科,本科批,491.0
1261,西安科技大学高新学院,独立179 理工59,陕西,西安市,否,否,否,文科,本科批,468.0
1262,西安科技大学高新学院,独立179 理工59,陕西,西安市,否,否,否,理科,本科批,380.0
1263,长春财经学院,民办29 财经2,吉林,长春市,否,否,否,理科,本科批,405.0
1264,长春财经学院,民办29 财经2,吉林,长春市,否,否,否,文科,本科批,471.0
1265,厦门华厦学院,民办150 综合37,福建,厦门市,否,否,否,文科,专科批,436.0
1266,厦门华厦学院,民办150 综合37,福建,厦门市,否,否,否,理科,专科批,340.0
1267,厦门华厦学院,民办150 综合37,福建,厦门市,否,否,否,文科,本科批,504.0
1268,厦门华厦学院,民办150 综合37,福建,厦门市,否,否,否,理科,本科批,428.0
1269,成都理工大学工程技术学院,独立51 理工17,四川,乐山市,否,否,否,文科,本科批,490.0
1270,成都理工大学工程技术学院,独立51 理工17,四川,乐山市,否,否,否,理科,本科批,420.0
1271,武汉工程大学邮电与信息工程学院,独立144 理工48,湖北,武汉市,否,否,否,文科,本科批,476.0
1272,武汉工程大学邮电与信息工程学院,独立144 理工48,湖北,武汉市,否,否,否,理科,本科批,421.0
1273,西安建筑科技大学华清学院,独立38 理工11,陕西,西安市,否,否,否,理科,本科批,402.0
1274,西安外事学院,民办13 综合7,陕西,西安市,否,否,否,文科,本科批,390.0
1275,西安外事学院,民办13 综合7,陕西,西安市,否,否,否,理科,本科批,239.0
1276,西安外事学院,民办13 综合7,陕西,西安市,否,否,否,文科,专科批,390.0
1277,西安外事学院,民办13 综合7,陕西,西安市,否,否,否,理科,专科批,239.0
1278,云南经济管理学院,民办121 财经17,云南,昆明市,否,否,否,文科,本科批,478.0
1279,云南经济管理学院,民办121 财经17,云南,昆明市,否,否,否,理科,本科批,397.0
1280,云南经济管理学院,民办121 财经17,云南,昆明市,否,否,否,文科,专科批,369.0
1281,云南经济管理学院,民办121 财经17,云南,昆明市,否,否,否,理科,专科批,271.0
1282,贵州财经大学商务学院,独立181 财经26,贵州,黔西南布依族苗族自治州,否,否,否,理科,本科批,418.0
1283,昆明理工大学津桥学院,独立41 综合23,云南,昆明市,否,否,否,文科,本科批,471.0
1284,昆明理工大学津桥学院,独立41 综合23,云南,昆明市,否,否,否,理科,本科批,394.0
1285,南京师范大学中北学院,独立197 综合75,江苏,南京市,否,否,否,文科,本科批,505.0
1286,南京师范大学中北学院,独立197 综合75,江苏,南京市,否,否,否,理科,本科批,411.0
1287,三亚学院,民办5 综合2,海南,三亚市,否,否,否,文科,本科批,497.95
1288,三亚学院,民办5 综合2,海南,三亚市,否,否,否,理科,本科批,425.85
1289,三亚学院,民办5 综合2,海南,三亚市,否,否,否,艺术类,本科批,292.0
1290,三亚学院,民办5 综合2,海南,三亚市,否,否,否,体育类,本科批,315.0
1291,武汉晴川学院,民办54 综合21,湖北,武汉市,否,否,否,文科,本科批,490.0
1292,武汉晴川学院,民办54 综合21,湖北,武汉市,否,否,否,理科,本科批,419.0
1293,长春科技学院,民办97 理工43,吉林,长春市,否,否,否,理科,本科批,376.0
1295,长春科技学院,民办97 理工43,吉林,长春市,否,否,否,文科,本科批,464.0
1296,北京交通大学海滨学院,独立58 理工21,河北,沧州市,否,否,否,文科,本科批,490.0
1297,北京交通大学海滨学院,独立58 理工21,河北,沧州市,否,否,否,理科,本科批,406.0
1298,东华理工大学长江学院,独立170 理工58,江西,抚州市,否,否,否,文科,本科批,482.0
1299,东华理工大学长江学院,独立170 理工58,江西,抚州市,否,否,否,理科,本科批,504.0
1300,南京财经大学红山学院,独立166 综合64,江苏,南京市,否,否,否,文科,本科批,488.0
1301,南京财经大学红山学院,独立166 综合64,江苏,南京市,否,否,否,理科,本科批,410.0
1302,湖北工业大学工程技术学院,独立115 理工38,湖北,武汉市,否,否,否,理科,本科批,440.0
1303,湖北工业大学工程技术学院,独立115 理工38,湖北,武汉市,否,否,否,文科,本科批,482.0
1304,湖南工程学院应用技术学院,独立250 理工77,湖南,湘潭市,否,否,否,理科,本科批,428.0
1305,江西理工大学应用科学学院,独立153 理工51,江西,赣州市,否,否,否,文科,本科批,490.0
1306,江西理工大学应用科学学院,独立153 理工51,江西,赣州市,否,否,否,理科,本科批,418.0
1307,烟台南山学院,民办52 理工20,山东,烟台市,否,否,否,文科,本科批,486.0
1308,烟台南山学院,民办52 理工20,山东,烟台市,否,否,否,理科,本科批,407.0
1309,长江大学文理学院,独立160 理工53,湖北,荆州市,否,否,否,文科,本科批,492.0
1310,长江大学文理学院,独立160 理工53,湖北,荆州市,否,否,否,理科,本科批,436.0
1311,江西农业大学南昌商学院,独立189 综合72,江西,南昌市,否,否,否,理科,本科批,415.0
1312,江西农业大学南昌商学院,独立189 综合72,江西,南昌市,否,否,否,文科,本科批,495.0
1313,南京信息工程大学滨江学院,独立87 综合37,江苏,南京市,否,否,否,文科,本科批,485.0
1314,南京信息工程大学滨江学院,独立87 综合37,江苏,南京市,否,否,否,理科,本科批,405.0
1315,苏州大学文正学院,独立88 综合38,江苏,苏州市,否,否,否,文科,本科批,505.0
1316,武汉工程科技学院,民办62 理工27,湖北,武汉市,否,否,否,文科,本科批,461.0
1317,西安欧亚学院,民办4 财经1,陕西,西安市,否,否,否,文科,本科批,464.0
1318,西安欧亚学院,民办4 财经1,陕西,西安市,否,否,否,理科,本科批,390.0
1319,西安欧亚学院,民办4 财经1,陕西,西安市,否,否,否,文科,专科批,347.0
1320,西安欧亚学院,民办4 财经1,陕西,西安市,否,否,否,理科,专科批,221.0
1321,西安培华学院,民办9 综合4,陕西,西安市,否,否,否,文科,本科批,465.0
1322,西安培华学院,民办9 综合4,陕西,西安市,否,否,否,理科,本科批,376.0
1323,湖南应用技术学院,民办144 理工69,湖南,常德市,否,否,否,文科,本科批,494.0
1324,湖南应用技术学院,民办144 理工69,湖南,常德市,否,否,否,理科,本科批,425.0
1325,南京理工大学泰州科技学院,独立9 理工5,江苏,泰州市,否,否,否,理科,本科批,405.0
1326,南京理工大学泰州科技学院,独立9 理工5,江苏,泰州市,否,否,否,文科,本科批,484.0
1327,天津财经大学珠江学院,独立163 综合63,天津市,天津市,否,否,否,文科,本科批,486.0
1328,天津财经大学珠江学院,独立163 综合63,天津市,天津市,否,否,否,理科,本科批,405.0
1329,中国计量大学现代科技学院,独立126 理工42,浙江,杭州市,否,否,否,理科,本科批,421.0
1331,湖北大学知行学院,独立59 理工22,湖北,武汉市,否,否,否,文科,本科批,496.0
1332,湖北大学知行学院,独立59 理工22,湖北,武汉市,否,否,否,理科,本科批,414.0
1333,西京学院,民办24 理工9,陕西,西安市,否,否,否,文科,本科批,460.0
1334,西京学院,民办24 理工9,陕西,西安市,否,否,否,理科,本科批,384.0
1335,西京学院,民办24 理工9,陕西,西安市,否,否,否,文科,专科批,377.0
1336,福建师范大学协和学院,独立65 综合29,福建,福州市,否,否,否,文科,本科批,487.0
1337,福建师范大学协和学院,独立65 综合29,福建,福州市,否,否,否,理科,本科批,412.0
1338,桂林电子科技大学信息科技学院,独立143 理工47,广西,桂林市,否,否,否,文科,本科批,476.0
1339,桂林电子科技大学信息科技学院,独立143 理工47,广西,桂林市,否,否,否,理科,本科批,412.0
1340,河北东方学院,民办151 综合38,河北,廊坊市,否,否,否,文科,本科批,463.0
1341,河北东方学院,民办151 综合38,河北,廊坊市,否,否,否,理科,本科批,389.0
1342,河北东方学院,民办151 综合38,河北,廊坊市,否,否,否,文科,专科批,256.0
1343,河北东方学院,民办151 综合38,河北,廊坊市,否,否,否,理科,专科批,216.0
1344,厦门工学院,民办87 理工38,福建,厦门市,否,否,否,理科,本科批,376.0
1345,厦门工学院,民办87 理工38,福建,厦门市,否,否,否,文科,本科批,443.0
1346,长春建筑学院,民办67 理工30,吉林,长春市,否,否,否,理科,本科批,411.0
1347,广东科技学院,民办74 理工34,广东,东莞市,否,否,否,文科,本科批,454.0
1348,广东科技学院,民办74 理工34,广东,东莞市,否,否,否,文科,专科批,421.0
1349,广东科技学院,民办74 理工34,广东,东莞市,否,否,否,理科,专科批,320.0
1350,广东科技学院,民办74 理工34,广东,东莞市,否,否,否,理科,本科批,381.0
1352,汉口学院,民办15 综合9,湖北,武汉市,否,否,否,文科,本科批,490.0
1353,汉口学院,民办15 综合9,湖北,武汉市,否,否,否,理科,本科批,406.0
1354,汉口学院,民办15 综合9,湖北,武汉市,否,否,否,文科,专科批,412.0
1355,汉口学院,民办15 综合9,湖北,武汉市,否,否,否,理科,专科批,213.0
1356,南昌航空大学科技学院,独立196 理工60,江西,南昌市,否,否,否,理科,本科批,422.0
1357,三江学院,民办44 综合18,江苏,南京市,否,否,否,文科,本科批,497.0
1358,三江学院,民办44 综合18,江苏,南京市,否,否,否,理科,本科批,412.0
1359,上海建桥学院,民办12 综合6,上海市,上海市,否,否,否,理科,本科批,411.0
1360,上海建桥学院,民办12 综合6,上海市,上海市,否,否,否,文科,本科批,491.0
1361,苏州大学应用技术学院,独立199 综合76,江苏,苏州市,否,否,否,理科,本科批,419.0
1362,苏州大学应用技术学院,独立199 综合76,江苏,苏州市,否,否,否,文科,本科批,486.0
1363,大连理工大学城市学院,独立46 理工15,辽宁,大连市,否,否,否,理科,本科批,403.0
1364,大连理工大学城市学院,独立46 理工15,辽宁,大连市,否,否,否,文科,本科批,489.0
1365,桂林理工大学博文管理学院,独立153 理工51,广西,桂林市,否,否,否,文科,本科批,484.0
1366,桂林理工大学博文管理学院,独立153 理工51,广西,桂林市,否,否,否,理科,本科批,409.0
1367,湖北经济学院法商学院,独立66 财经7,湖北,武汉市,否,否,否,文科,本科批,474.0
1368,太原理工大学现代科技学院,独立113 理工37,山西,太原市,否,否,否,文科,本科批,452.0
1369,太原理工大学现代科技学院,独立113 理工37,山西,太原市,否,否,否,理科,本科批,383.0
1370,云南大学旅游文化学院,独立32 综合19,云南,丽江市,否,否,否,理科,本科批,380.0
1371,云南大学旅游文化学院,独立32 综合19,云南,丽江市,否,否,否,文科,本科批,469.0
1372,中国矿业大学徐海学院,独立119 理工39,江苏,徐州市,否,否,否,文科,本科批,474.0
1373,中国矿业大学徐海学院,独立119 理工39,江苏,徐州市,否,否,否,理科,本科批,394.0
1374,北京科技大学天津学院,独立64 综合28,天津市,天津市,否,否,否,理科,本科批,376.0
1375,北京科技大学天津学院,独立64 综合28,天津市,天津市,否,否,否,文科,本科批,443.0
1376,北京邮电大学世纪学院,独立67 综合30,北京市,北京市,否,否,否,文科,本科批,444.0
1377,北京邮电大学世纪学院,独立67 综合30,北京市,北京市,否,否,否,理科,本科批,372.0
1378,福州大学至诚学院,独立117 综合45,福建,福州市,否,否,否,理科,本科批,420.0
1379,福州大学至诚学院,独立117 综合45,福建,福州市,否,否,否,文科,本科批,502.0
1380,广西民族大学相思湖学院,独立156 综合58,广西,南宁市,否,否,否,文科,本科批,491.0
1381,广西民族大学相思湖学院,独立156 综合58,广西,南宁市,否,否,否,理科,本科批,403.0
1382,湖北汽车工业学院科技学院,独立237 理工72,湖北,十堰市,否,否,否,理科,本科批,394.0
1383,江苏科技大学苏州理工学院,独立212 综合82,江苏,苏州市,否,否,否,文科,本科批,480.0
1384,江苏科技大学苏州理工学院,独立212 综合82,江苏,苏州市,否,否,否,理科,本科批,407.0
1385,江西服装学院,民办125 艺术10,江西,南昌市,否,否,否,文科,专科批,335.0
1386,江西应用科技学院,民办141 理工66,江西,南昌市,否,否,否,文科,本科批,576.0
1387,江西应用科技学院,民办141 理工66,江西,南昌市,否,否,否,文科,专科批,298.0
1388,江西应用科技学院,民办141 理工66,江西,南昌市,否,否,否,理科,本科批,366.9
1389,江西应用科技学院,民办141 理工66,江西,南昌市,否,否,否,理科,专科批,214.0
1390,南京工业大学浦江学院,独立131 综合52,江苏,南京市,否,否,否,文科,本科批,472.0
1391,南京工业大学浦江学院,独立131 综合52,江苏,南京市,否,否,否,理科,本科批,397.0
1392,四川电影电视学院,民办122 艺术9,四川,成都市,否,否,否,理科,专科批,243.0
1393,四川电影电视学院,民办122 艺术9,四川,成都市,否,否,否,文科,专科批,406.0
1394,四川电影电视学院,民办122 艺术9,四川,成都市,否,否,否,文科,本科批,496.0
1395,四川电影电视学院,民办122 艺术9,四川,成都市,否,否,否,理科,本科批,428.0
1396,四川文化艺术学院,民办118 艺术7,四川,绵阳市,否,否,否,艺术类,本科批,130.0
1397,苏州科技大学天平学院,独立145 综合56,江苏,苏州市,否,否,否,文科,本科批,500.0
1398,苏州科技大学天平学院,独立145 综合56,江苏,苏州市,否,否,否,理科,本科批,465.0
1399,武汉华夏理工学院,民办44 理工16,湖北,武汉市,否,否,否,文科,本科批,470.0
1400,武汉华夏理工学院,民办44 理工16,湖北,武汉市,否,否,否,理科,本科批,404.0
1401,浙江越秀外国语学院,民办68 语言3,浙江,绍兴市,否,否,否,文科,本科批,496.0
1402,浙江越秀外国语学院,民办68 语言3,浙江,绍兴市,否,否,否,理科,本科批,408.0
1403,东莞理工学院城市学院,独立84 理工26,广东,东莞市,否,否,否,理科,本科批,395.0
1404,东莞理工学院城市学院,独立84 理工26,广东,东莞市,否,否,否,文科,本科批,466.0
1405,广西科技大学鹿山学院,独立165 理工55,广西,柳州市,否,否,否,理科,本科批,402.0
1406,广西科技大学鹿山学院,独立165 理工55,广西,柳州市,否,否,否,文科,本科批,482.0
1407,河北地质大学华信学院,独立133 综合53,河北,石家庄市,否,否,否,文科,本科批,447.0
1408,河北地质大学华信学院,独立133 综合53,河北,石家庄市,否,否,否,理科,本科批,376.0
1409,湖南涉外经济学院,民办31 综合14,湖南,长沙市,否,否,否,文科,本科批,499.0
1410,湖南涉外经济学院,民办31 综合14,湖南,长沙市,否,否,否,理科,本科批,420.0
1411,华北理工大学轻工学院,独立39 理工12,河北,唐山市,否,否,否,文科,本科批,412.0
1412,华北理工大学轻工学院,独立39 理工12,河北,唐山市,否,否,否,理科,本科批,454.0
1413,华北理工大学轻工学院,独立39 理工12,河北,唐山市,否,否,否,文科,专科批,369.0
1414,华北理工大学轻工学院,独立39 理工12,河北,唐山市,否,否,否,理科,专科批,306.0
1415,景德镇陶瓷大学科技艺术学院,独立214 理工63,江西,景德镇市,否,否,否,文科,本科批,482.0
1416,景德镇陶瓷大学科技艺术学院,独立214 理工63,江西,景德镇市,否,否,否,理科,本科批,412.0
1417,天津大学仁爱学院,独立15 综合9,天津市,天津市,否,否,否,文科,本科批,483.0
1418,天津大学仁爱学院,独立15 综合9,天津市,天津市,否,否,否,理科,本科批,398.0
1419,西安工业大学北方信息工程学院,独立138 理工45,陕西,西安市,否,否,否,文科,本科批,470.0
1420,西安工业大学北方信息工程学院,独立138 理工45,陕西,西安市,否,否,否,理科,本科批,380.0
1421,安徽新华学院,民办25 理工10,安徽,合肥市,否,否,否,文科,本科批,461.0
1422,安徽新华学院,民办25 理工10,安徽,合肥市,否,否,否,理科,本科批,393.0
1423,常州大学怀德学院,独立227 综合87,江苏,常州市,否,否,否,理科,本科批,382.0
1424,常州大学怀德学院,独立227 综合87,江苏,常州市,否,否,否,文科,本科批,468.0
1425,福建农林大学金山学院,独立149 农林6,福建,福州市,否,否,否,文科,本科批,455.0
1426,福建农林大学金山学院,独立149 农林6,福建,福州市,否,否,否,理科,本科批,383.0
1427,福州外语外贸学院,民办101 语言4,福建,福州市,否,否,否,文科,本科批,443.0
1428,福州外语外贸学院,民办101 语言4,福建,福州市,否,否,否,理科,本科批,376.0
1429,广东工业大学华立学院,独立50 理工16,广东,广州市,否,否,否,文科,本科批,472.0
1430,广东工业大学华立学院,独立50 理工16,广东,广州市,否,否,否,理科,本科批,389.0
1431,广西大学行健文理学院,独立103 综合42,广西,南宁市,否,否,否,文科,本科批,490.0
1432,广西大学行健文理学院,独立103 综合42,广西,南宁市,否,否,否,理科,本科批,413.0
1433,华南农业大学珠江学院,独立68 农林3,广东,广州市,否,否,否,理科,本科批,381.0
1434,华南农业大学珠江学院,独立68 农林3,广东,广州市,否,否,否,文科,本科批,459.0
1435,辽宁师范大学海华学院,独立252 师范14,辽宁,沈阳市,否,否,否,理科,本科批,386.0
1437,闽南理工学院,民办83 理工37,福建,泉州市,否,否,否,理科,本科批,412.0
1438,闽南理工学院,民办83 理工37,福建,泉州市,否,否,否,文科,本科批,481.0
1440,南通理工学院,民办124 理工53,江苏,南通市,否,否,否,文科,本科批,447.0
1441,南通理工学院,民办124 理工53,江苏,南通市,否,否,否,艺术类,本科批,504.0
1442,南通理工学院,民办124 理工53,江苏,南通市,否,否,否,理科,本科批,379.0
1443,泉州信息工程学院,民办136 理工62,福建,泉州市,否,否,否,文科,本科批,456.0
1444,泉州信息工程学院,民办136 理工62,福建,泉州市,否,否,否,理科,本科批,384.0
1445,上海师范大学天华学院,独立104 综合43,上海市,上海市,否,否,否,理科,本科批,385.0
1446,上海师范大学天华学院,独立104 综合43,上海市,上海市,否,否,否,文科,本科批,480.0
1448,北海艺术设计学院,民办127 艺术11,广西,北海市,否,否,否,文科,本科批,474.0
1449,北海艺术设计学院,民办127 艺术11,广西,北海市,否,否,否,理科,本科批,385.0
1450,江苏师范大学科文学院,独立128 综合50,江苏,徐州市,否,否,否,文科,本科批,498.0
1451,江苏师范大学科文学院,独立128 综合50,江苏,徐州市,否,否,否,理科,本科批,395.0
1452,南昌大学科学技术学院,独立56 综合26,江西,南昌市,否,否,否,文科,本科批,443.0
1453,南昌大学科学技术学院,独立56 综合26,江西,南昌市,否,否,否,理科,本科批,376.0
1454,齐鲁理工学院,民办17 理工4,山东,济南市,否,否,否,文科,本科批,460.0
1455,齐鲁理工学院,民办17 理工4,山东,济南市,否,否,否,理科,本科批,388.0
1458,青岛工学院,民办56 理工23,山东,青岛市,否,否,否,文科,本科批,451.0
1459,青岛工学院,民办56 理工23,山东,青岛市,否,否,否,理科,本科批,377.0
1460,青岛理工大学琴岛学院,独立105 理工32,山东,青岛市,否,否,否,文科,本科批,480.0
1461,青岛理工大学琴岛学院,独立105 理工32,山东,青岛市,否,否,否,理科,本科批,411.0
1462,天津商业大学宝德学院,独立155 财经23,天津市,天津市,否,否,否,文科,本科批,465.0
1463,天津商业大学宝德学院,独立155 财经23,天津市,天津市,否,否,否,理科,本科批,391.0
1464,武汉体育学院体育科技学院,独立173,湖北,武汉市,否,否,否,文科,本科批,471.0
1465,阳光学院,民办115 理工50,福建,福州市,否,否,否,理科,本科批,377.0
1466,阳光学院,民办115 理工50,福建,福州市,否,否,否,文科,本科批,459.0
1467,大连财经学院,民办105 财经15,辽宁,大连市,否,否,否,文科,本科批,475.0
1468,大连财经学院,民办105 财经15,辽宁,大连市,否,否,否,理科,本科批,392.0
1469,广东白云学院,民办57 理工24,广东,广州市,否,否,否,理科,本科批,388.0
1470,广东白云学院,民办57 理工24,广东,广州市,否,否,否,文科,本科批,454.0
1471,广东东软学院,民办131 理工57,广东,佛山市,否,否,否,文科,本科批,465.0
1472,广东东软学院,民办131 理工57,广东,佛山市,否,否,否,文科,专科批,215.0
1473,广东东软学院,民办131 理工57,广东,佛山市,否,否,否,理科,本科批,396.0
1474,广东东软学院,民办131 理工57,广东,佛山市,否,否,否,理科,专科批,205.0
1475,广东东软学院,民办131 理工57,广东,佛山市,否,否,否,艺术文,本科批,280.0
1476,广东东软学院,民办131 理工57,广东,佛山市,否,否,否,艺术理,专科批,190.0
1477,广州大学松田学院,独立130 综合51,广东,广州市,否,否,否,文科,本科批,472.0
1478,广州大学松田学院,独立130 综合51,广东,广州市,否,否,否,理科,本科批,405.0
1479,广州大学松田学院,独立130 综合51,广东,广州市,否,否,否,艺术类,本科批,452.0
1480,沈阳城市学院,民办27 综合13,辽宁,沈阳市,否,否,否,理科,本科批,378.8
1481,沈阳城市学院,民办27 综合13,辽宁,沈阳市,否,否,否,文科,本科批,465.9
1482,无锡太湖学院,民办51 综合20,江苏,无锡市,否,否,否,理科,本科批,390.0
1483,无锡太湖学院,民办51 综合20,江苏,无锡市,否,否,否,文科,本科批,465.0
1484,中北大学信息商务学院,独立55 理工20,山西,太原市,否,否,否,文科,本科批,451.0
1485,广东海洋大学寸金学院,独立161 综合61,广东,湛江市,否,否,否,文科,本科批,451.0
1486,广东海洋大学寸金学院,独立161 综合61,广东,湛江市,否,否,否,理科,本科批,376.0
1487,广州工商学院,民办137 财经18,广东,广州市,否,否,否,理科,本科批,378.0
1488,广州工商学院,民办137 财经18,广东,广州市,否,否,否,文科,本科批,451.0
1489,广州工商学院,民办137 财经18,广东,广州市,否,否,否,文科,专科批,389.0
1490,广州工商学院,民办137 财经18,广东,广州市,否,否,否,理科,专科批,235.0
1491,哈尔滨远东理工学院,民办104 理工46,黑龙江,哈尔滨市,否,否,否,理科,本科批,376.0
1492,辽宁对外经贸学院,民办41 财经4,辽宁,大连市,否,否,否,文科,本科批,467.0
1493,辽宁对外经贸学院,民办41 财经4,辽宁,大连市,否,否,否,理科,本科批,392.0
1494,郑州工业应用技术学院,民办48 理工19,河南,郑州市,否,否,否,文科,专科批,363.0
1495,郑州工业应用技术学院,民办48 理工19,河南,郑州市,否,否,否,文科,本科批,472.0
1496,郑州工业应用技术学院,民办48 理工19,河南,郑州市,否,否,否,理科,本科批,405.0
1497,南通大学杏林学院,独立140 综合54,江苏,南通市,否,否,否,理科,本科批,329.0
1498,沈阳城市建设学院,民办102 理工44,辽宁,沈阳市,否,否,否,理科,本科批,379.0
1500,黑龙江东方学院,民办36 综合17,黑龙江,哈尔滨市,否,否,否,文科,本科批,447.0
1501,黑龙江东方学院,民办36 综合17,黑龙江,哈尔滨市,否,否,否,理科,本科批,376.0
1502,天津理工大学中环信息学院,独立202 综合78,天津市,天津市,否,否,否,文科,本科批,456.0
1503,天津理工大学中环信息学院,独立202 综合78,天津市,天津市,否,否,否,理科,本科批,382.0
1504,哈尔滨华德学院,民办47 理工18,黑龙江,哈尔滨市,否,否,否,理科,本科批,373.0
1505,哈尔滨华德学院,民办47 理工18,黑龙江,哈尔滨市,否,否,否,文科,本科批,446.0
1506,上海兴伟学院,民办147 理工71,上海市,上海市,否,否,否,文科,本科批,444.0
1507,上海兴伟学院,民办147 理工71,上海市,上海市,否,否,否,理科,本科批,392.0
1508,北京第二外国语学院中瑞酒店管理学院,独立149 语言4,北京市,北京市,否,否,否,文科,本科批,443.0
1509,北京第二外国语学院中瑞酒店管理学院,独立149 语言4,北京市,北京市,否,否,否,理科,本科批,365.0
1510,大连东软信息学院,民办28 理工11,辽宁,大连市,否,否,否,理科,本科批,385.0
1511,海口经济学院,民办43 财经5,海南,海口市,否,否,否,理科,专科批,180.0
1512,海口经济学院,民办43 财经5,海南,海口市,否,否,否,文科,专科批,195.0
1513,海口经济学院,民办43 财经5,海南,海口市,否,否,否,文科,本科批,482.0
1514,海口经济学院,民办43 财经5,海南,海口市,否,否,否,理科,本科批,398.0
1515,黑龙江工商学院,民办95 综合28,黑龙江,哈尔滨市,否,否,否,文科,本科批,443.0
1516,黑龙江工商学院,民办95 综合28,黑龙江,哈尔滨市,否,否,否,理科,本科批,373.0
1517,青岛恒星科技学院,民办138 理工63,山东,青岛市,否,否,否,文科,专科批,258.0
1518,上海杉达学院,民办35 综合16,上海市,上海市,否,否,否,文科,本科批,501.0
1519,上海杉达学院,民办35 综合16,上海市,上海市,否,否,否,理科,本科批,438.0
1520,安徽财经大学商学院,独立146 财经21,安徽,蚌埠市,否,否,否,理科,本科批,431.0
1521,安徽工业大学工商学院,独立220 理工66,安徽,马鞍山市,否,否,否,文科,本科批,472.0
1522,安徽工业大学工商学院,独立220 理工66,安徽,马鞍山市,否,否,否,理科,本科批,386.0
1523,安徽建筑大学城市建设学院,独立81 理工24,安徽,合肥市,否,否,否,理科,本科批,383.0
1524,安徽建筑大学城市建设学院,独立81 理工24,安徽,合肥市,否,否,否,文科,本科批,195.51
1525,安徽粮食工程职业学院, ,安徽,合肥市,否,否,否,文科,专科批,378.0
1526,安徽粮食工程职业学院, ,安徽,合肥市,否,否,否,理科,专科批,238.0
1527,保险职业学院, ,湖南,长沙市,否,否,否,理科,专科批,244.0
1528,保险职业学院, ,湖南,长沙市,否,否,否,文科,专科批,289.0
1530,北海职业学院, ,广西,北海市,否,否,否,文科,专科批,367.0
1531,北京电影学院现代创意媒体学院,独立80 艺术2,山东,青岛市,否,否,否,文科,本科批,459.0
1532,北京电影学院现代创意媒体学院,独立80 艺术2,山东,青岛市,否,否,否,理科,本科批,401.0
1533,北京汇佳职业学院, ,北京市,北京市,否,否,否,文科,专科批,241.0
1534,北京汇佳职业学院, ,北京市,北京市,否,否,否,理科,专科批,208.0
1535,北京农业职业学院, ,北京市,北京市,否,否,否,文科,专科批,430.0
1536,北京农业职业学院, ,北京市,北京市,否,否,否,理科,专科批,330.0
1537,北京培黎职业学院, ,北京市,北京市,否,否,否,文科,专科批,371.0
1538,北京培黎职业学院, ,北京市,北京市,否,否,否,理科,专科批,244.0
1539,北京社会管理职业学院, ,北京市,北京市,否,否,否,理科,专科批,382.0
1540,北京社会管理职业学院, ,北京市,北京市,否,否,否,文科,专科批,268.0
1541,北京师范大学,全国19 师范1,北京市,北京市,是,是,是,文科,本科批,632.0
1542,北京师范大学,全国19 师范1,北京市,北京市,是,是,是,理科,本科批,643.0
