院校名称,省份,2014,2015,2016,2017,2018,2014A,2015A,2016A,2017A,2018A,编号,院校名称,院校排名,省份,城市,985,211,自招,院校隶属,院校公办,办学类型,城市等级,评分
常熟理工学院,江苏,525.0,0.0,500.0,458.0,488.0,0.7731958762886598,0.7668711656441718,0.7668711656441718,0.6971080669710806,0.6853932584269663,590,常熟理工学院,全国531 综合113,江苏,苏州市,0.0,0.0,0.0,江苏省教育厅,公办,学院,4.5,0.769369489875186
江苏建筑职业技术学院,江苏,403.0,380.0,339.0,279.0,325.0,0.593519882179676,0.5571847507331378,0.5199386503067485,0.4246575342465753,0.45646067415730335,1944,江苏建筑职业技术学院,,江苏,徐州市,0.0,0.0,0.0,江苏省教育厅,公办,高等职业技术学校,4.0,0.5275200166981228
南京工业职业技术学院,江苏,412.0,421.0,373.0,375.0,409.0,0.6067746686303387,0.6173020527859238,0.5720858895705522,0.5707762557077626,0.574438202247191,2184,南京工业职业技术学院,,江苏,南京市,0.0,0.0,0.0,江苏省教育厅,公办,高等职业技术学校,4.5,0.6264654772961308
淮阴工学院,江苏,518.0,0.0,0.0,0.0,0.0,0.7628865979381443,0.7628865979381443,0.7628865979381443,0.7628865979381443,0.7628865979381443,668,淮阴工学院,全国552 理工188,江苏,淮安市,0.0,0.0,0.0,江苏省教育厅,公办,学院,3.0,0.7878865979381443
苏州职业大学,江苏,426.0,425.0,398.0,382.0,414.0,0.6273932253313697,0.6231671554252199,0.6104294478527608,0.5814307458143074,0.5814606741573034,2607,苏州职业大学,,江苏,苏州市,0.0,0.0,0.0,江苏省教育厅,公办,大学,4.5,0.6418461741182399
常州工学院,江苏,533.0,0.0,417.0,462.0,513.0,0.7849779086892489,0.6395705521472392,0.6395705521472392,0.7031963470319634,0.7205056179775281,650,常州工学院,全国507 理工183,江苏,常州市,0.0,0.0,0.0,江苏省教育厅,公办,学院,4.0,0.7317982562717079
三江学院,江苏,488.0,0.0,427.0,420.0,454.0,0.7187039764359352,0.6549079754601227,0.6549079754601227,0.639269406392694,0.6376404494382022,1016,三江学院,民办44 综合18,江苏,南京市,0.0,0.0,0.0,江苏省教育厅,民办,学院,4.5,0.6959476754842706
南京工程学院,江苏,548.0,0.0,500.0,474.0,518.0,0.8070692194403535,0.7668711656441718,0.7668711656441718,0.7214611872146118,0.7275280898876404,456,南京工程学院,全国371 理工137,江苏,南京市,0.0,0.0,0.0,江苏省教育厅,公办,学院,4.5,0.7914855536894405
南京审计大学,江苏,556.0,0.0,540.0,531.0,0.0,0.8188512518409425,0.8282208588957055,0.8282208588957055,0.8082191780821918,0.8082191780821918,152,南京审计大学,全国367 财经26,江苏,南京市,0.0,0.0,0.0,江苏省教育厅,公办,大学,4.5,0.8600329737427967
南京晓庄学院,江苏,526.0,0.0,0.0,495.0,527.0,0.7746686303387335,0.7534246575342466,0.7534246575342466,0.7534246575342466,0.7401685393258427,545,南京晓庄学院,全国480 师范62,江苏,南京市,0.0,0.0,0.0,江苏省教育厅,公办,学院,4.5,0.7953222193521741
江苏理工学院,江苏,538.0,533.0,478.0,471.0,0.0,0.792341678939617,0.781524926686217,0.7331288343558282,0.7168949771689498,0.7168949771689498,516,江苏理工学院,全国407 理工149,江苏,常州市,0.0,0.0,0.0,江苏省教育厅,公办,学院,4.0,0.7748809112109823
东南大学成贤学院,江苏,493.0,0.0,428.0,419.0,458.0,0.7260677466863034,0.656441717791411,0.656441717791411,0.6377473363774734,0.6432584269662921,943,东南大学成贤学院,独立27 综合16,江苏,南京市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,4.5,0.6985257380798802
无锡太湖学院,江苏,475.0,0.0,413.0,396.0,427.0,0.6995581737849779,0.6334355828220859,0.6334355828220859,0.6027397260273972,0.5997191011235955,1110,无锡太湖学院,民办51 综合20,江苏,无锡市,0.0,0.0,0.0,江苏省教育厅,民办,学院,4.0,0.6597589332101558
南京大学金陵学院,江苏,510.0,0.0,0.0,443.0,475.0,0.7511045655375552,0.6742770167427702,0.6742770167427702,0.6742770167427702,0.6671348314606742,802,南京大学金陵学院,独立12 综合6,江苏,南京市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,4.5,0.7235671160376198
南京理工大学紫金学院,江苏,489.0,0.0,424.0,407.0,0.0,0.7201767304860088,0.6503067484662577,0.6503067484662577,0.619482496194825,0.619482496194825,1015,南京理工大学紫金学院,独立106 理工33,江苏,南京市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,4.5,0.6840904079189447
南京航空航天大学金城学院,江苏,493.0,0.0,421.0,408.0,413.0,0.7260677466863034,0.6457055214723927,0.6457055214723927,0.6210045662100456,0.5800561797752809,936,南京航空航天大学金城学院,独立54 理工19,江苏,南京市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,4.5,0.6716217026690634
中国传媒大学南广学院,江苏,506.0,0.0,0.0,453.0,490.0,0.7452135493372607,0.6894977168949772,0.6894977168949772,0.6894977168949772,0.6882022471910112,714,中国传媒大学南广学院,独立22 艺术1,江苏,南京市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,4.5,0.7384306592280157
南京理工大学泰州科技学院,江苏,472.0,0.0,412.0,398.0,444.0,0.695139911634757,0.6319018404907976,0.6319018404907976,0.6057838660578386,0.6235955056179775,993,南京理工大学泰州科技学院,独立9 理工5,江苏,泰州市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,3.0,0.6542042535351078
南京师范大学泰州学院,江苏,514.0,0.0,426.0,422.0,462.0,0.7569955817378498,0.6533742331288344,0.6533742331288344,0.6423135464231354,0.648876404494382,913,南京师范大学泰州学院,独立94 师范5,江苏,泰州市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,3.0,0.6846218477229754
南京工业大学浦江学院,江苏,480.0,0.0,403.0,392.0,434.0,0.7069219440353461,0.6180981595092024,0.6180981595092024,0.5966514459665144,0.6095505617977528,1043,南京工业大学浦江学院,独立131 综合52,江苏,南京市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,4.5,0.6628045802627098
南京医科大学康达学院,江苏,488.0,0.0,0.0,429.0,460.0,0.7187039764359352,0.6529680365296804,0.6529680365296804,0.6529680365296804,0.6460674157303371,817,南京医科大学康达学院,独立225 综合86,江苏,南京市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,4.5,0.7012214442805028
南京中医药大学翰林学院,江苏,475.0,0.0,429.0,419.0,454.0,0.6995581737849779,0.6579754601226994,0.6579754601226994,0.6377473363774734,0.6376404494382022,922,南京中医药大学翰林学院,独立232 综合90,江苏,泰州市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,3.0,0.6759761973472717
南京信息工程大学滨江学院,江苏,488.0,0.0,417.0,405.0,445.0,0.7187039764359352,0.6395705521472392,0.6395705521472392,0.6164383561643836,0.625,987,南京信息工程大学滨江学院,独立87 综合37,江苏,南京市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,4.5,0.6810796799362231
苏州大学文正学院,江苏,492.0,484.0,435.0,428.0,505.0,0.7245949926362297,0.7096774193548387,0.6671779141104295,0.6514459665144596,0.7092696629213483,988,苏州大学文正学院,独立88 综合38,江苏,苏州市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,4.5,0.7317390854939541
苏州科技大学天平学院,江苏,477.0,0.0,427.0,391.0,482.0,0.7025036818851251,0.6549079754601227,0.6549079754601227,0.5951293759512938,0.6769662921348315,1046,苏州科技大学天平学院,独立145 综合56,江苏,苏州市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,4.5,0.6950903912278282
江苏大学京江学院,江苏,486.0,0.0,417.0,400.0,0.0,0.7157584683357879,0.6395705521472392,0.6395705521472392,0.60882800608828,0.60882800608828,1027,江苏大学京江学院,独立159 综合60,江苏,镇江市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,3.0,0.6552809434336666
扬州大学广陵学院,江苏,493.0,0.0,411.0,411.0,0.0,0.7260677466863034,0.6303680981595092,0.6303680981595092,0.6255707762557078,0.6255707762557078,1032,扬州大学广陵学院,独立107 综合44,江苏,扬州市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,4.0,0.6747995359650979
南京邮电大学通达学院,江苏,484.0,0.0,409.0,399.0,443.0,0.7128129602356407,0.6273006134969326,0.6273006134969326,0.6073059360730594,0.6221910112359551,937,南京邮电大学通达学院,独立76 综合36,江苏,扬州市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,4.0,0.6668202981365419
常州大学怀德学院,江苏,468.0,0.0,413.0,389.0,425.0,0.6892488954344624,0.6334355828220859,0.6334355828220859,0.5920852359208524,0.5969101123595506,1069,常州大学怀德学院,独立227 综合87,江苏,常州市,0.0,0.0,0.0,江苏省教育厅,民办,独立学院,4.0,0.6552216862192546
江苏卫生健康职业学院,江苏,334.0,326.0,255.0,240.0,296.0,0.49189985272459497,0.4780058651026393,0.3911042944785276,0.365296803652968,0.4157303370786517,1957,江苏卫生健康职业学院,,江苏,南京市,0.0,0.0,0.0,江苏省教育厅,公办,高等职业技术学校,4.5,0.45890502597039845
苏州工业园区服务外包职业学院,江苏,291.0,242.0,0.0,233.0,285.0,0.42857142857142855,0.3548387096774194,0.3546423135464231,0.3546423135464231,0.4002808988764045,2595,苏州工业园区服务外包职业学院,,江苏,苏州市,0.0,0.0,0.0,江苏省教育厅,公办,高等职业技术学校,4.5,0.4195062600675675
南昌大学,江西,575.0,590.0,541.0,487.0,513.0,0.8468335787923417,0.8651026392961877,0.8297546012269938,0.741248097412481,0.7205056179775281,142,南昌大学,全国70 综合27,江西,南昌市,0.0,1.0,0.0,江西省教育厅,公办,大学,4.0,0.9693633837654398
华东交通大学,江西,557.0,577.0,508.0,475.0,531.0,0.8203240058910162,0.8460410557184751,0.7791411042944786,0.7229832572298326,0.7457865168539326,251,华东交通大学,全国243 理工87,江西,南昌市,0.0,0.0,0.0,江西省教育厅,公办,大学,4.0,0.8067485491694065
东华理工大学,江西,535.0,0.0,487.0,499.0,507.0,0.7879234167893961,0.7469325153374233,0.7469325153374233,0.7595129375951294,0.7120786516853933,376,东华理工大学,全国284 理工103,江西,抚州市,0.0,0.0,0.0,江西省教育厅,公办,大学,2.0,0.756220551951438
南昌航空大学,江西,550.0,0.0,494.0,489.0,517.0,0.8100147275405007,0.7576687116564417,0.7576687116564417,0.7442922374429224,0.726123595505618,270,南昌航空大学,全国250 理工89,江西,南昌市,0.0,0.0,0.0,江西省教育厅,公办,大学,4.0,0.7875956598462207
江西理工大学,江西,538.0,568.0,497.0,389.0,512.0,0.792341678939617,0.8328445747800587,0.7622699386503068,0.5920852359208524,0.7191011235955056,387,江西理工大学,全国237 理工86,江西,赣州市,0.0,0.0,0.0,江西省教育厅,公办,大学,3.0,0.7453664878998966
江西农业大学,江西,541.0,0.0,481.0,381.0,503.0,0.7967599410898379,0.7377300613496932,0.7377300613496932,0.5799086757990868,0.7064606741573034,543,江西农业大学,全国237 农林22,江西,南昌市,0.0,0.0,0.0,江西省教育厅,公办,大学,4.0,0.7322968867783392
江西中医药大学,江西,541.0,0.0,500.0,357.0,452.0,0.7967599410898379,0.7668711656441718,0.7668711656441718,0.54337899543379,0.6348314606741573,399,江西中医药大学,全国317 医科32,江西,南昌市,0.0,0.0,0.0,江西省教育厅,公办,大学,4.0,0.7118750891451385
赣南医学院,江西,535.0,555.0,484.0,361.0,492.0,0.7879234167893961,0.8137829912023461,0.7423312883435583,0.5494672754946728,0.6910112359550562,342,赣南医学院,全国590 医科72,江西,赣州市,0.0,0.0,0.0,江西省教育厅,公办,学院,3.0,0.7189962376881882
江西师范大学,江西,558.0,0.0,518.0,446.0,531.0,0.8217967599410898,0.7944785276073619,0.7944785276073619,0.6788432267884322,0.7457865168539326,336,江西师范大学,全国132 师范17,江西,南昌市,0.0,0.0,0.0,江西省教育厅,公办,大学,4.0,0.7911939224099734
上饶师范学院,江西,528.0,0.0,450.0,352.0,473.0,0.7776141384388807,0.6901840490797546,0.6901840490797546,0.5357686453576864,0.6643258426966292,742,上饶师范学院,全国617 师范96,江西,上饶市,0.0,0.0,0.0,江西省教育厅,公办,学院,3.0,0.6775657451702126
宜春学院,江西,524.0,0.0,468.0,445.0,468.0,0.7717231222385862,0.7177914110429447,0.7177914110429447,0.6773211567732116,0.6573033707865169,729,宜春学院,全国570 综合128,江西,宜春市,0.0,0.0,0.0,江西省教育厅,公办,学院,2.0,0.7074206065181472
赣南师范大学,江西,522.0,0.0,478.0,386.0,504.0,0.7687776141384389,0.7331288343558282,0.7331288343558282,0.5875190258751902,0.7078651685393258,425,赣南师范大学,全国332 师范38,江西,赣州市,0.0,0.0,0.0,江西省教育厅,公办,大学,3.0,0.717712160468979
井冈山大学,江西,532.0,542.0,463.0,401.0,495.0,0.7835051546391752,0.7947214076246334,0.7101226993865031,0.6103500761035008,0.6952247191011236,599,井冈山大学,全国424 综合87,江西,吉安市,0.0,0.0,0.0,江西省教育厅,公办,大学,2.0,0.7132382012411254
江西财经大学,江西,586.0,593.0,544.0,430.0,556.0,0.8630338733431517,0.8695014662756598,0.8343558282208589,0.654490106544901,0.7808988764044944,150,江西财经大学,全国142 财经7,江西,南昌市,0.0,0.0,0.0,江西省教育厅,公办,大学,4.0,0.8189919624774095
江西科技学院,江西,503.0,0.0,460.0,334.0,388.0,0.7407952871870398,0.7055214723926381,0.7055214723926381,0.5083713850837138,0.5449438202247191,867,江西科技学院,民办19 理工6,江西,南昌市,0.0,0.0,0.0,江西省教育厅,民办,学院,4.0,0.6490880363944715
江西科技师范大学,江西,533.0,0.0,423.0,448.0,491.0,0.7849779086892489,0.6487730061349694,0.6487730061349694,0.6818873668188736,0.6896067415730337,573,江西科技师范大学,全国389 师范44,江西,南昌市,0.0,0.0,0.0,江西省教育厅,公办,大学,4.0,0.7204222071927927
南昌工程学院,江西,530.0,0.0,476.0,472.0,488.0,0.780559646539028,0.7300613496932515,0.7300613496932515,0.7184170471841704,0.6853932584269663,579,南昌工程学院,全国424 理工158,江西,南昌市,0.0,0.0,0.0,江西省教育厅,公办,学院,4.0,0.7562996763706733
江西警察学院,江西,521.0,0.0,456.0,403.0,481.0,0.7673048600883653,0.6993865030674846,0.6993865030674846,0.6133942161339422,0.675561797752809,654,江西警察学院,政法10,江西,南昌市,0.0,0.0,0.0,江西省教育厅,公办,学院,4.0,0.7150328554417844
新余学院,江西,517.0,0.0,309.0,451.0,475.0,0.7614138438880707,0.47392638036809814,0.47392638036809814,0.6864535768645358,0.6671348314606742,722,新余学院,全国671 综合166,江西,新余市,0.0,0.0,0.0,江西省教育厅,公办,学院,1.0,0.6137694611719777
九江职业技术学院,江西,299.0,0.0,0.0,216.0,271.0,0.44035346097201766,0.3287671232876712,0.3287671232876712,0.3287671232876712,0.3806179775280899,2026,九江职业技术学院,,江西,九江市,0.0,0.0,0.0,江西省教育厅,公办,高等职业技术学校,3.0,0.3804810133282315
九江学院,江西,524.0,0.0,464.0,407.0,437.0,0.7717231222385862,0.7116564417177914,0.7116564417177914,0.619482496194825,0.6137640449438202,551,九江学院,全国480 综合98,江西,九江市,0.0,0.0,0.0,江西省教育厅,公办,学院,3.0,0.690251904356938
江西工程学院,江西,499.0,0.0,456.0,329.0,365.0,0.7349042709867453,0.6993865030674846,0.6993865030674846,0.5007610350076104,0.5126404494382022,896,江西工程学院,民办135 理工61,江西,新余市,0.0,0.0,0.0,江西省教育厅,民办,学院,1.0,0.5972580967556573
南昌理工学院,江西,514.0,0.0,452.0,355.0,463.0,0.7569955817378498,0.6932515337423313,0.6932515337423313,0.5403348554033486,0.6502808988764045,887,南昌理工学院,民办38 理工13,江西,南昌市,0.0,0.0,0.0,江西省教育厅,民办,学院,4.0,0.6860055784973594
江西应用科技学院,江西,513.0,0.0,430.0,276.0,363.0,0.7555228276877761,0.6595092024539877,0.6595092024539877,0.4200913242009132,0.5098314606741573,1042,江西应用科技学院,民办141 理工66,江西,南昌市,0.0,0.0,0.0,江西省教育厅,民办,高等职业技术学校,4.0,0.6018527728801488
江西服装学院,江西,476.0,0.0,0.0,350.0,335.0,0.7010309278350515,0.532724505327245,0.532724505327245,0.532724505327245,0.4705056179775281,1041,江西服装学院,民办125 艺术10,江西,南昌市,0.0,0.0,0.0,江西省教育厅,民办,学院,4.0,0.5683894813731105
南昌工学院,江西,493.0,498.0,429.0,334.0,341.0,0.7260677466863034,0.7302052785923754,0.6579754601226994,0.5083713850837138,0.4789325842696629,951,南昌工学院,民办79 理工35,江西,南昌市,0.0,0.0,0.0,江西省教育厅,民办,学院,4.0,0.6220052800338537
南昌大学科学技术学院,江西,512.0,0.0,0.0,389.0,409.0,0.7540500736377025,0.5920852359208524,0.5920852359208524,0.5920852359208524,0.574438202247191,1090,南昌大学科学技术学院,独立56 综合26,江西,南昌市,0.0,0.0,0.0,江西省教育厅,民办,独立学院,4.0,0.640487609590439
华东交通大学理工学院,江西,499.0,0.0,0.0,428.0,463.0,0.7349042709867453,0.6514459665144596,0.6514459665144596,0.6514459665144596,0.6502808988764045,944,华东交通大学理工学院,独立90 理工28,江西,南昌市,0.0,0.0,0.0,江西省教育厅,民办,独立学院,4.0,0.6969422766702716
东华理工大学长江学院,江西,499.0,0.0,0.0,389.0,493.0,0.7349042709867453,0.5920852359208524,0.5920852359208524,0.5920852359208524,0.6924157303370787,976,东华理工大学长江学院,独立170 理工58,江西,抚州市,0.0,0.0,0.0,江西省教育厅,民办,独立学院,2.0,0.6489662877523095
南昌航空大学科技学院,江西,498.0,0.0,422.0,323.0,422.0,0.7334315169366715,0.647239263803681,0.647239263803681,0.4916286149162861,0.5926966292134831,1014,南昌航空大学科技学院,独立196 理工60,江西,南昌市,0.0,0.0,0.0,江西省教育厅,民办,独立学院,4.0,0.6380930365180719
江西理工大学应用科学学院,江西,503.0,0.0,0.0,392.0,454.0,0.7407952871870398,0.5966514459665144,0.5966514459665144,0.5966514459665144,0.6376404494382022,982,江西理工大学应用科学学院,独立153 理工51,江西,赣州市,0.0,0.0,0.0,江西省教育厅,民办,独立学院,3.0,0.6483625311300734
景德镇陶瓷大学科技艺术学院,江西,510.0,0.0,0.0,355.0,447.0,0.7511045655375552,0.5403348554033486,0.5403348554033486,0.5403348554033486,0.6278089887640449,1057,景德镇陶瓷大学科技艺术学院,独立214 理工63,江西,景德镇市,0.0,0.0,0.0,江西省教育厅,民办,独立学院,2.0,0.600154066424978
江西农业大学南昌商学院,江西,510.0,0.0,0.0,389.0,455.0,0.7511045655375552,0.5920852359208524,0.5920852359208524,0.5920852359208524,0.6390449438202247,986,江西农业大学南昌商学院,独立189 综合72,江西,南昌市,0.0,0.0,0.0,江西省教育厅,民办,独立学院,4.0,0.6595750812523343
江西中医药大学科技学院,江西,482.0,512.0,452.0,422.0,464.0,0.7098674521354934,0.750733137829912,0.6932515337423313,0.6423135464231354,0.651685393258427,636,江西中医药大学科技学院,独立194 医科7,江西,南昌市,0.0,0.0,0.0,江西省教育厅,民办,独立学院,4.0,0.7158310272198143
江西师范大学科学技术学院,江西,508.0,0.0,0.0,364.0,409.0,0.748159057437408,0.5540334855403348,0.5540334855403348,0.5540334855403348,0.574438202247191,935,江西师范大学科学技术学院,独立95 综合39,江西,南昌市,0.0,0.0,0.0,江西省教育厅,民办,独立学院,4.0,0.6170674577420989
赣南师范大学科技学院,江西,514.0,0.0,0.0,439.0,416.0,0.7569955817378498,0.6681887366818874,0.6681887366818874,0.6681887366818874,0.5842696629213483,1448,赣南师范大学科技学院,独立255 师范15,江西,赣州市,0.0,0.0,0.0,江西省教育厅,民办,独立学院,3.0,0.676893699059322
江西科技师范大学理工学院,江西,506.0,0.0,0.0,352.0,466.0,0.7452135493372607,0.5357686453576864,0.5357686453576864,0.5357686453576864,0.6544943820224719,1979,江西科技师范大学理工学院,独立252 理工78,江西,南昌市,0.0,0.0,0.0,江西省教育厅,民办,独立学院,4.0,0.6298308567550795
江西财经大学现代经济管理学院,江西,512.0,0.0,0.0,427.0,461.0,0.7540500736377025,0.649923896499239,0.649923896499239,0.649923896499239,0.6474719101123596,949,江西财经大学现代经济管理学院,独立139 财经20,江西,南昌市,0.0,0.0,0.0,江西省教育厅,民办,独立学院,4.0,0.6971009182970215
河北工程大学,河北,518.0,532.0,471.0,450.0,469.0,0.7628865979381443,0.7800586510263929,0.7223926380368099,0.684931506849315,0.6587078651685393,508,河北工程大学,全国381 理工143,河北,邯郸市,0.0,0.0,0.0,河北省教育厅,公办,大学,3.0,0.731621221318026
河北地质大学,河北,525.0,0.0,454.0,459.0,487.0,0.7731958762886598,0.696319018404908,0.696319018404908,0.6986301369863014,0.6839887640449438,436,河北地质大学,全国365 理工134,河北,石家庄市,0.0,0.0,0.0,河北省教育厅,公办,大学,4.0,0.7383854075306423
华北理工大学,河北,527.0,0.0,489.0,450.0,480.0,0.7761413843888071,0.75,0.75,0.684931506849315,0.6741573033707865,353,华北理工大学,全国296 理工106,河北,唐山市,0.0,0.0,0.0,河北省教育厅,公办,大学,3.0,0.7385942061624454
河北医科大学,河北,550.0,0.0,505.0,0.0,511.0,0.8100147275405007,0.7745398773006135,0.7745398773006135,0.7176966292134831,0.7176966292134831,84,河北医科大学,全国229 医科18,河北,石家庄市,0.0,0.0,0.0,河北省教育厅,公办,大学,4.0,0.7843235758766804
承德医学院,河北,527.0,554.0,502.0,476.0,495.0,0.7761413843888071,0.8123167155425219,0.7699386503067485,0.7245053272450532,0.6952247191011236,382,承德医学院,全国531 医科64,河北,承德市,0.0,0.0,0.0,河北省教育厅,公办,学院,2.0,0.755643123373209
河北师范大学,河北,545.0,0.0,500.0,489.0,426.0,0.8026509572901326,0.7668711656441718,0.7668711656441718,0.7442922374429224,0.598314606741573,410,河北师范大学,全国154 师范18,河北,石家庄市,0.0,0.0,0.0,河北省教育厅,公办,大学,4.0,0.7517374450876758
邯郸学院,河北,511.0,0.0,464.0,382.0,458.0,0.7525773195876289,0.7116564417177914,0.7116564417177914,0.5814307458143074,0.6432584269662921,826,邯郸学院,全国650 综合158,河北,邯郸市,0.0,0.0,0.0,河北省教育厅,公办,大学,3.0,0.6876727011034545
邢台学院,河北,523.0,0.0,456.0,336.0,506.0,0.7702503681885126,0.6993865030674846,0.6993865030674846,0.5114155251141552,0.7106741573033708,2905,邢台学院,全国684 综合176,河北,邢台市,0.0,0.0,0.0,河北省教育厅,公办,学院,2.0,0.6753664413620208
石家庄铁道大学,河北,564.0,577.0,508.0,495.0,492.0,0.8306332842415317,0.8460410557184751,0.7791411042944786,0.7534246575342466,0.6910112359550562,367,石家庄铁道大学,全国265 理工96,河北,石家庄市,0.0,0.0,0.0,河北省教育厅,公办,大学,4.0,0.7989572428108986
华北科技学院,河北,525.0,521.0,442.0,452.0,473.0,0.7731958762886598,0.7639296187683284,0.6779141104294478,0.6879756468797564,0.6643258426966292,644,华北科技学院,全国499 理工179,河北,廊坊市,0.0,0.0,0.0,国家安全生产监督管理总局,公办,学院,3.0,0.7237835170589327
河北金融学院,河北,537.0,480.0,0.0,385.0,488.0,0.7908689248895434,0.7038123167155426,0.5859969558599696,0.5859969558599696,0.6853932584269663,561,河北金融学院,全国531 财经42,河北,保定市,0.0,0.0,0.0,河北省教育厅,公办,学院,3.0,0.6789753476613619
北华航天工业学院,河北,524.0,0.0,466.0,445.0,476.0,0.7717231222385862,0.7147239263803681,0.7147239263803681,0.6773211567732116,0.6685393258426966,642,北华航天工业学院,全国552 理工188,河北,廊坊市,0.0,0.0,0.0,河北省教育厅,公办,学院,3.0,0.7222177734030993
防灾科技学院,河北,508.0,0.0,448.0,420.0,437.0,0.748159057437408,0.6871165644171779,0.6871165644171779,0.639269406392694,0.6137640449438202,631,防灾科技学院,全国531 理工187,河北,廊坊市,0.0,0.0,0.0,中国地震局,公办,学院,3.0,0.6842532683710727
中央司法警官学院,河北,541.0,0.0,459.0,0.0,0.0,0.7967599410898379,0.7039877300613497,0.7039877300613497,0.7039877300613497,0.7039877300613497,3155,中央司法警官学院,政法4,河北,保定市,0.0,0.0,0.0,司法部,公办,大学,3.0,0.7382649511641987
河北旅游职业学院,河北,282.0,280.0,260.0,250.0,207.0,0.41531664212076586,0.41055718475073316,0.3987730061349693,0.380517503805175,0.2907303370786517,1677,河北旅游职业学院,,河北,承德市,0.0,0.0,0.0,河北省教育厅,公办,高等职业技术学校,2.0,0.3777183202265697
河北外国语学院,河北,490.0,0.0,420.0,329.0,405.0,0.7216494845360825,0.6441717791411042,0.6441717791411042,0.5007610350076104,0.5688202247191011,770,河北外国语学院,民办119 语言7,河北,石家庄市,0.0,0.0,0.0,河北省教育厅,民办,大学,4.0,0.6309613973206276
河北大学工商学院,河北,500.0,0.0,0.0,0.0,0.0,0.7363770250368189,0.7363770250368189,0.7363770250368189,0.7363770250368189,0.7363770250368189,885,河北大学工商学院,独立23 综合14,河北,保定市,0.0,0.0,0.0,河北省教育厅,民办,独立学院,3.0,0.7613770250368189
华北理工大学轻工学院,河北,464.0,0.0,426.0,337.0,385.0,0.6833578792341679,0.6533742331288344,0.6533742331288344,0.512937595129376,0.5407303370786517,1056,华北理工大学轻工学院,独立39 理工12,河北,唐山市,0.0,0.0,0.0,河北省教育厅,民办,独立学院,3.0,0.6124702694244484
河北医科大学临床学院,河北,502.0,0.0,459.0,444.0,468.0,0.7393225331369662,0.7039877300613497,0.7039877300613497,0.6757990867579908,0.6573033707865169,455,河北医科大学临床学院,独立99 医科2,河北,石家庄市,0.0,0.0,0.0,河北省教育厅,民办,独立学院,4.0,0.7239687417606218
华北电力大学科技学院,河北,499.0,0.0,430.0,414.0,458.0,0.7349042709867453,0.6595092024539877,0.6595092024539877,0.6301369863013698,0.6432584269662921,866,华北电力大学科技学院,独立168 理工56,河北,保定市,0.0,0.0,0.0,河北省教育厅,民办,独立学院,3.0,0.6798304226228004
河北工程大学科信学院,河北,469.0,482.0,0.0,367.0,409.0,0.6907216494845361,0.7067448680351907,0.558599695585997,0.558599695585997,0.574438202247191,1663,河北工程大学科信学院,独立112 理工36,河北,邯郸市,0.0,0.0,0.0,河北省教育厅,民办,大学,3.0,0.6237852188415881
河北工业大学城市学院,河北,472.0,0.0,413.0,389.0,412.0,0.695139911634757,0.6334355828220859,0.6334355828220859,0.5920852359208524,0.5786516853932584,930,河北工业大学城市学院,独立31 理工9,天津市,天津市,0.0,0.0,0.0,河北省教育厅,民办,独立学院,4.5,0.6565832597493964
燕山大学里仁学院,河北,489.0,0.0,423.0,422.0,423.0,0.7201767304860088,0.6487730061349694,0.6487730061349694,0.6423135464231354,0.5941011235955056,882,燕山大学里仁学院,独立6 理工2,河北,秦皇岛市,0.0,0.0,0.0,河北省教育厅,民办,独立学院,3.0,0.6628969488802757
石家庄铁道大学四方学院,河北,485.0,0.0,421.0,401.0,445.0,0.7142857142857143,0.6457055214723927,0.6457055214723927,0.6103500761035008,0.625,910,石家庄铁道大学四方学院,独立121 理工40,河北,石家庄市,0.0,0.0,0.0,河北省教育厅,民办,独立学院,4.0,0.675013022969784
保定理工学院,河北,495.0,0.0,0.0,0.0,0.0,0.7290132547864506,0.7290132547864506,0.7290132547864506,0.7290132547864506,0.7290132547864506,3118,保定理工学院,独立10 综合4,河北,保定市,0.0,0.0,0.0,河北省教育厅,民办,独立学院,3.0,0.7540132547864506
燕京理工学院,河北,474.0,0.0,414.0,315.0,391.0,0.6980854197349042,0.6349693251533742,0.6349693251533742,0.4794520547945205,0.5491573033707865,881,燕京理工学院,民办63 理工28,河北,廊坊市,0.0,0.0,0.0,河北省教育厅,民办,独立学院,3.0,0.6016580104870375
